OrderID,OrderDate,Region,Category,Channel,UnitsSold,UnitPrice,CustomerAge,Revenue
ORD1420,2024-11-03 05:08:46.653306,South,Home & Garden,In-Store,12,331.22,49.0,3974.64
ORD1102,2024-03-15 14:37:16.472945,,Sports,Online,28,162.01,73.0,4536.28
ORD1374,2024-09-30 13:36:40.400801,North,Electronics,Online,26,311.38,67.0,8095.88
ORD1351,2024-09-13 17:50:37.274549,South,Sports,In-Store,41,118.3,45.0,4850.3
ORD1066,2024-02-18 06:38:14.188376,South,Home & Garden,Online,43,82.3,21.0,3538.9
ORD1224,2024-06-12 20:20:40.881763,North,Electronics,In-Store,22,203.59,73.0,4478.98
ORD1344,2024-09-08 14:57:28.496993,South,Sports,Online,33,41.94,32.0,1384.02
ORD1225,2024-06-13 13:53:59.278557,North,Electronics,Online,26,186.64,27.0,4852.64
ORD1442,2024-11-19 07:21:31.382765,,Home & Garden,Online,10,488.12,47.0,4881.2
ORD1455,2024-11-28 19:34:30.541082,South,Electronics,Online,37,245.58,21.0,9086.46
ORD1317,2024-08-19 20:58:11.783567,South,Electronics,Online,17,334.82,74.0,5691.94
ORD1015,2024-01-11 23:19:35.951903,South,Home & Garden,Online,29,223.8,59.0,6490.2
ORD1112,2024-03-22 22:10:20.440881,Central,Sports,Online,40,276.51,36.0,11060.4
ORD1248,2024-06-30 09:40:02.404809,West,Electronics,In-Store,29,319.31,44.0,9259.99
ORD1144,2024-04-15 07:56:09.138276,West,Sports,Online,33,102.59,37.0,3385.47
ORD1370,2024-09-27 15:23:26.813627,South,Home & Garden,In-Store,13,396.22,56.0,5150.86
ORD1067,2024-02-19 00:11:32.585170,South,SPORTS,In-Store,34,121.11,64.0,4117.74
ORD1101,2024-03-14 21:03:58.076152,North,Groceries,Online,3,439.56,21.0,1318.68
ORD1186,2024-05-16 01:15:01.803607,Central,Sports,In-Store,46,154.52,27.0,7107.92
ORD1134,2024-04-08 00:23:05.170340,East,Electronics,In-Store,45,374.7,45.0,16861.5
ORD1330,2024-08-29 09:11:10.941883,East,Groceries,In-Store,17,5.16,,87.72
ORD1296,2024-08-04 12:18:45.450901,,Sports,Online,46,362.1,41.0,16656.6
ORD1488,2024-12-22 22:53:37.635270,West,Home & Garden,Online,23,138.32,38.0,3181.36
ORD1479,2024-12-16 08:53:52.064128,Central,Home & Garden,Online,21,319.86,41.0,6717.06
ORD1266,2024-07-13 13:39:33.547094,West,Clothing,Online,27,51.0,31.0,1377.0
ORD1118,2024-03-27 07:30:10.821643,North,Groceries,Online,15,88.38,55.0,1325.7
ORD1489,2024-12-23 16:26:56.032064,South,Clothing,In-Store,42,272.08,45.0,11427.36
ORD1417,2024-11-01 00:28:51.462925,South,Electronics,Online,18,28.68,72.0,516.24
ORD1137,2024-04-10 05:03:00.360721,South,Sports,In-Store,3,412.08,,1236.24
ORD1313,2024-08-16 22:44:58.196392,North,Electronics,In-Store,25,415.52,22.0,10388.0
ORD1394,2024-10-15 04:42:48.336673,Central,Electronics,In-Store,39,199.23,32.0,7769.97
ORD1090,2024-03-06 19:57:35.711422,East,Electronics,Online,38,433.89,72.0,16487.82
ORD1031,2024-01-23 16:12:30.300601,West,Clothing,In-Store,14,225.95,27.0,3163.3
ORD1342,2024-09-07 03:50:51.703406,East,Electronics,Online,45,218.02,69.0,9810.9
ORD1116,2024-03-25 20:23:34.028056,South,Groceries,In-Store,34,12.26,29.0,416.84
ORD1390,2024-10-12 06:29:34.749498,North,Clothing,In-Store,6,327.6,25.0,1965.6
ORD1321,2024-08-22 19:11:25.370741,South,GROCERIES,In-Store,9,120.11,,1080.99
ORD1159,2024-04-26 07:15:45.090180,East,Home & Garden,In-Store,36,263.63,69.0,9490.68
ORD1403,2024-10-21 18:42:33.907815,Central,Groceries,Online,47,465.51,,21878.97
ORD1396,2024-10-16 15:49:25.130260,Central,Electronics,Online,32,70.91,63.0,2269.12
ORD1218,2024-06-08 11:00:50.501002,North,Clothing,In-Store,17,171.93,45.0,2922.81
ORD1426,2024-11-07 14:28:37.034068,North,Clothing,Online,36,233.66,23.0,8411.76
ORD1083,2024-03-01 17:04:26.933867,Central,Electronics,Online,35,414.29,55.0,14500.15
ORD1244,2024-06-27 11:26:48.817635,East,Home & Garden,In-Store,26,170.12,38.0,4423.12
ORD1241,2024-06-25 06:46:53.627254,North,Sports,Online,32,184.66,35.0,5909.12
ORD1408,2024-10-25 10:29:05.891783,Central,Electronics,Online,4,196.24,20.0,784.96
ORD1061,2024-02-14 14:51:42.204408,West,Electronics,Online,20,470.21,72.0,9404.2
ORD1482,2024-12-18 13:33:47.254509,South,Groceries,Online,35,375.35,20.0,13137.25
ORD1348,2024-09-11 13:10:42.084168,South,Electronics,Online,11,347.35,32.0,3820.85
ORD1132,2024-04-06 13:16:28.376753,West,Groceries,In-Store,17,200.21,69.0,3403.57
ORD1177,2024-05-09 11:15:16.232464,North,Home & Garden,Online,2,298.8,63.0,597.6
ORD1059,2024-02-13 03:45:05.410821,South,Groceries,In-Store,4,70.69,68.0,282.76
ORD1204,2024-05-29 05:14:32.945891,West,Electronics,Online,32,132.16,61.0,4229.12
ORD1105,2024-03-17 19:17:11.663326,Central,Home & Garden,Online,3,151.95,47.0,455.85
ORD1010,2024-01-08 07:33:03.967935,West,Home & Garden,In-Store,35,301.36,64.0,10547.6
ORD1055,2024-02-10 05:31:51.823647,North,Sports,In-Store,13,263.26,74.0,3422.38
ORD1461,2024-12-03 04:54:20.921843,,Clothing,In-Store,49,59.85,52.0,2932.65
ORD1444,2024-11-20 18:28:08.176352,Central,Home & Garden,In-Store,29,10.16,51.0,294.64
ORD1056,2024-02-10 23:05:10.220440,West,Home & Garden,Online,34,174.61,37.0,5936.74
ORD1366,2024-09-24 17:10:13.226452,West,Groceries,Online,2,482.09,,964.18
ORD1166,2024-05-01 10:08:53.867735,West,Sports,Online,31,96.69,47.0,2997.39
ORD1088,2024-03-05 08:50:58.917835,West,Groceries,In-Store,32,304.45,37.0,9742.4
ORD1272,2024-07-17 22:59:23.927855,North,Groceries,In-Store,21,83.86,20.0,1761.06
ORD1024,2024-01-18 13:19:21.523046,North,Sports,Online,20,182.83,57.0,3656.6
ORD1114,2024-03-24 09:16:57.234468,North,Electronics,Online,5,275.12,41.0,1375.6
ORD1402,2024-10-21 01:09:15.511022,North,Sports,Online,20,143.29,29.0,2865.8
ORD1031,2024-01-23 16:12:30.300601,West,Clothing,In-Store,14,225.95,27.0,3163.3
ORD1345,2024-09-09 08:30:46.893787,South,Sports,In-Store,38,392.43,73.0,14912.34
ORD1430,2024-11-10 12:41:50.621242,South,Clothing,In-Store,32,393.0,49.0,12576.0
ORD1354,2024-09-15 22:30:32.464929,South,GROCERIES,Online,46,91.01,58.0,4186.46
ORD1254,2024-07-04 18:59:52.785571,North,Home & Garden,In-Store,39,5.61,73.0,218.79
ORD1190,2024-05-18 23:28:15.390781,South,Sports,In-Store,17,405.72,43.0,6897.24
ORD1157,2024-04-24 20:09:08.296593,Central,Clothing,Online,25,488.48,22.0,12212.0
ORD1475,2024-12-13 10:40:38.476953,Central,Groceries,Online,3,161.88,61.0,485.64
ORD1453,2024-11-27 08:27:53.747494,Central,Sports,In-Store,24,239.8,20.0,5755.2
ORD1197,2024-05-24 02:21:24.168336,North,Clothing,In-Store,48,239.08,41.0,11475.84
ORD1128,2024-04-03 15:03:14.789579,Central,Groceries,In-Store,13,78.75,66.0,1023.75
ORD1473,2024-12-11 23:34:01.683366,Central,Sports,In-Store,42,496.25,19.0,20842.5
ORD1123,2024-03-30 23:16:42.805611,East,Groceries,In-Store,26,475.98,65.0,12375.48
ORD1339,2024-09-04 23:10:56.513026,West,Home & Garden,In-Store,38,378.36,43.0,14377.68
ORD1278,2024-07-22 08:19:14.308617,East,Home & Garden,Online,19,176.43,36.0,3352.17
ORD1262,2024-07-10 15:26:19.959919,Central,Sports,In-Store,14,369.9,59.0,5178.6
ORD1098,2024-03-12 16:24:02.885771,South,Sports,In-Store,34,463.21,33.0,15749.14
ORD1268,2024-07-15 00:46:10.340681,Central,Sports,In-Store,17,395.01,54.0,6715.17
ORD1299,2024-08-06 16:58:40.641282,North,Home & Garden,In-Store,29,410.27,60.0,11897.83
ORD1467,2024-12-07 14:14:11.302605,East,Sports,Online,2,86.02,67.0,172.04
ORD1376,2024-10-02 00:43:17.194388,West,Electronics,Online,39,417.98,36.0,16301.22
ORD1401,2024-10-20 07:35:57.114228,Central,Electronics,Online,28,42.83,23.0,1199.24
ORD1146,2024-04-16 19:02:45.931863,West,Home & Garden,Online,24,101.31,64.0,2431.44
ORD1180,2024-05-11 15:55:11.422845,North,Sports,Online,29,91.51,22.0,2653.79
ORD1357,2024-09-18 03:10:27.655310,Central,Groceries,Online,16,363.54,,5816.64
ORD1303,2024-08-09 15:11:54.228456,Central,Sports,Online,46,115.69,66.0,5321.74
ORD1240,2024-06-24 13:13:35.230460,East,Clothing,In-Store,15,192.35,37.0,2885.25
ORD1247,2024-06-29 16:06:44.008016,North,Home & Garden,Online,34,481.02,50.0,16354.68
ORD1325,2024-08-25 17:24:38.957915,North,Sports,In-Store,2,299.17,39.0,598.34
ORD1459,2024-12-01 17:47:44.128256,East,Electronics,Online,20,82.54,43.0,1650.8
ORD1108,2024-03-19 23:57:06.853707,East,Clothing,Online,12,316.95,48.0,3803.4
ORD1436,2024-11-14 22:01:41.002004,South,Electronics,In-Store,22,215.03,33.0,4730.66
ORD1003,2024-01-03 04:39:55.190380,Central,Home & Garden,In-Store,34,52.15,71.0,1773.1
ORD1407,2024-10-24 16:55:47.494989,West,Home & Garden,Online,16,250.25,62.0,4004.0
ORD1194,2024-05-21 21:41:28.977955,,Electronics,In-Store,24,80.73,67.0,1937.52
ORD1082,2024-02-29 23:31:08.537074,Central,Electronics,Online,42,470.73,27.0,19770.66
ORD1260,2024-07-09 04:19:43.166332,South,Home & Garden,In-Store,2,487.21,24.0,974.42
ORD1053,2024-02-08 18:25:15.030060,Central,Sports,Online,24,292.16,51.0,7011.84
ORD1261,2024-07-09 21:53:01.563126,East,Home & Garden,Online,47,14.91,38.0,700.77
ORD1084,2024-03-02 10:37:45.330661,North,Home & Garden,Online,18,335.15,63.0,6032.7
ORD1439,2024-11-17 02:41:36.192384,North,Electronics,Online,41,449.96,72.0,18448.36
ORD1179,2024-05-10 22:21:53.026052,North,Sports,Online,13,325.07,68.0,4225.91
ORD1497,2024-12-29 12:53:23.206412,North,Electronics,Online,45,174.48,58.0,7851.6
ORD1229,2024-06-16 12:07:12.865731,West,Electronics,Online,29,416.77,48.0,12086.33
ORD1433,2024-11-12 17:21:45.811623,East,Home & Garden,In-Store,-1,277.06,28.0,1662.36
ORD1233,2024-06-19 10:20:26.452905,West,Clothing,Online,12,139.22,23.0,1670.64
ORD1074,2024-02-24 03:04:41.362725,Central,Sports,In-Store,5,125.85,43.0,629.25
ORD1468,2024-12-08 07:47:29.699398,North,Groceries,Online,-1,140.53,23.0,2107.95
ORD1472,2024-12-11 06:00:43.286573,South,Sports,Online,39,11.29,28.0,440.31
ORD1284,2024-07-26 17:39:04.689378,North,Sports,Online,34,437.3,58.0,14868.2
ORD1323,2024-08-24 06:18:02.164328,North,Home & Garden,In-Store,48,389.48,68.0,18695.04
ORD1023,2024-01-17 19:46:03.126252,North,Home & Garden,Online,39,130.0,21.0,5070.0
ORD1418,2024-11-01 18:02:09.859719,Central,Sports,Online,12,23.82,25.0,285.84
ORD1154,2024-04-22 15:29:13.106212,East,Sports,In-Store,13,49.37,26.0,641.81
ORD1478,2024-12-15 15:20:33.667334,Central,Home & Garden,Online,40,274.29,38.0,10971.6
ORD1191,2024-05-19 17:01:33.787575,Central,Sports,In-Store,40,384.49,21.0,15379.6
ORD1287,2024-07-28 22:18:59.879759,Central,Groceries,Online,25,289.42,70.0,7235.5
ORD1018,2024-01-14 03:59:31.142284,North,Sports,Online,44,336.35,18.0,14799.4
ORD1298,2024-08-05 23:25:22.244488,,Home & Garden,In-Store,17,109.93,45.0,1868.81
ORD1050,2024-02-06 13:45:19.839679,West,Home & Garden,Online,6,13.6,31.0,81.6
ORD1038,2024-01-28 19:05:39.078156,North,Clothing,Online,1,119.41,58.0,119.41
ORD1193,2024-05-21 04:08:10.581162,South,Electronics,In-Store,34,214.85,56.0,7304.9
ORD1290,2024-07-31 02:58:55.070140,East,Home & Garden,Online,18,253.07,74.0,4555.26
ORD1188,2024-05-17 12:21:38.597194,North,Electronics,In-Store,49,426.33,53.0,20890.17
ORD1495,2024-12-28 01:46:46.412825,North,Clothing,Online,5,246.76,69.0,1233.8
ORD1005,2024-01-04 15:46:31.983967,South,Electronics,Online,13,159.51,40.0,2073.63
ORD1075,2024-02-24 20:37:59.759519,South,Sports,Online,47,416.28,54.0,19565.16
ORD1142,2024-04-13 20:49:32.344689,West,Sports,Online,13,329.07,23.0,4277.91
ORD1047,2024-02-04 09:05:24.649298,Central,Clothing,In-Store,37,201.7,71.0,7462.9
ORD1046,2024-02-03 15:32:06.252505,South,Sports,Online,12,345.66,43.0,4147.92
ORD1070,2024-02-21 04:51:27.775551,North,Clothing,In-Store,49,332.51,27.0,16292.99
ORD1310,2024-08-14 18:05:03.006012,North,Groceries,Online,20,305.15,18.0,6103.0
ORD1079,2024-02-27 18:51:13.346693,West,Groceries,Online,35,398.78,,13957.3
ORD1030,2024-01-22 22:39:11.903807,East,Clothing,In-Store,45,354.17,42.0,15937.65
ORD1011,2024-01-09 01:06:22.364729,East,Groceries,Online,39,201.35,42.0,7852.65
ORD1358,2024-09-18 20:43:46.052104,North,Electronics,In-Store,22,397.09,66.0,8735.98
ORD1484,2024-12-20 00:40:24.048096,North,Home & Garden,In-Store,8,94.39,45.0,755.12
ORD1479,2024-12-16 08:53:52.064128,Central,Home & Garden,Online,21,319.86,41.0,6717.06
ORD1269,2024-07-15 18:19:28.737474,West,ELECTRONICS,In-Store,44,433.02,38.0,19052.88
ORD1115,2024-03-25 02:50:15.631262,Central,Home & Garden,In-Store,11,224.99,62.0,2474.89
ORD1025,2024-01-19 06:52:39.919839,East,Groceries,Online,5,192.78,52.0,963.9
ORD1373,2024-09-29 20:03:22.004008,East,Groceries,Online,13,98.9,42.0,1285.7
ORD1195,2024-05-22 15:14:47.374749,East,Clothing,In-Store,45,121.44,52.0,5464.8
ORD1361,2024-09-21 01:23:41.242484,West,Clothing,In-Store,33,180.35,73.0,5951.55
ORD1065,2024-02-17 13:04:55.791583,West,Groceries,Online,10,366.76,54.0,3667.6
ORD1270,2024-07-16 11:52:47.134268,East,Sports,Online,28,306.2,35.0,8573.6
ORD1045,2024-02-02 21:58:47.855711,North,Sports,Online,4,294.41,59.0,1177.64
ORD1432,2024-11-11 23:48:27.414829,West,Clothing,Online,18,209.0,29.0,3762.0
ORD1499,2024-12-31 00:00:00.000000,North,Home & Garden,In-Store,47,380.3,64.0,17874.1
ORD1498,2024-12-30 06:26:41.603206,North,Groceries,In-Store,41,209.64,,8595.24
ORD1404,2024-10-22 12:15:52.304609,West,Groceries,In-Store,7,130.26,24.0,911.82
ORD1243,2024-06-26 17:53:30.420841,East,Sports,In-Store,23,225.94,74.0,5196.62
ORD1476,2024-12-14 04:13:56.873747,West,Sports,In-Store,45,440.24,61.0,19810.8
ORD1490,2024-12-24 10:00:14.428857,North,Clothing,Online,44,365.33,73.0,16074.52
ORD1387,2024-10-10 01:49:39.559118,South,Sports,In-Store,40,67.96,53.0,2718.4
ORD1068,2024-02-19 17:44:50.981963,West,Groceries,Online,26,481.86,21.0,12528.36
ORD1021,2024-01-16 08:39:26.332665,Central,Electronics,Online,30,296.0,20.0,8880.0
ORD1077,2024-02-26 07:44:36.553106,West,Groceries,In-Store,49,385.42,38.0,18885.58
ORD1306,2024-08-11 19:51:49.418837,North,Home & Garden,In-Store,29,466.7,23.0,13534.3
ORD1452,2024-11-26 14:54:35.350701,Central,Groceries,In-Store,31,66.99,42.0,2076.69
ORD1236,2024-06-21 15:00:21.643286,North,Electronics,In-Store,11,119.26,62.0,1311.86
ORD1291,2024-07-31 20:32:13.466933,North,Sports,Online,15,201.6,24.0,3024.0
ORD1491,2024-12-25 03:33:32.825651,Central,Home & Garden,In-Store,14,58.43,43.0,818.02
ORD1058,2024-02-12 10:11:47.014028,West,Electronics,Online,7,67.24,33.0,470.68
ORD1125,2024-04-01 10:23:19.599198,West,Clothing,Online,6,457.55,53.0,2745.3
ORD1228,2024-06-15 18:33:54.468937,East,Home & Garden,Online,47,223.99,71.0,10527.53
ORD1282,2024-07-25 06:32:27.895791,North,Electronics,In-Store,38,143.45,29.0,5451.1
ORD1042,2024-01-31 17:18:52.665330,West,Clothing,Online,15,94.11,69.0,1411.65
ORD1004,2024-01-03 22:13:13.587174,Central,Home & Garden,In-Store,30,327.8,36.0,9834.0
ORD1121,2024-03-29 12:10:06.012024,West,Clothing,Online,5,252.72,53.0,1263.6
ORD1168,2024-05-02 21:15:30.661322,North,Clothing,In-Store,42,215.14,62.0,9035.88
ORD1140,2024-04-12 09:42:55.551102,North,Groceries,Online,40,40.28,50.0,1611.2
ORD1314,2024-08-17 16:18:16.593186,South,Clothing,Online,30,162.18,19.0,4865.4
ORD1064,2024-02-16 19:31:37.394789,South,Groceries,In-Store,46,98.23,36.0,4518.58
ORD1332,2024-08-30 20:17:47.735470,North,Clothing,In-Store,-1,303.26,52.0,6368.46
ORD1109,2024-03-20 17:30:25.250501,East,Electronics,In-Store,42,306.87,36.0,12888.54
ORD1255,2024-07-05 12:33:11.182364,East,Home & Garden,In-Store,15,153.92,28.0,2308.8
ORD1281,2024-07-24 12:59:09.498997,Central,Electronics,In-Store,1,413.52,38.0,413.52
ORD1205,2024-05-29 22:47:51.342685,East,Groceries,In-Store,34,317.85,74.0,10806.9
ORD1340,2024-09-05 16:44:14.909819,North,Sports,Online,32,311.65,21.0,9972.8
ORD1006,2024-01-05 09:19:50.380761,East,Groceries,In-Store,13,202.53,46.0,2632.89
ORD1286,2024-07-28 04:45:41.482965,West,Clothing,In-Store,49,394.21,67.0,19316.29
ORD1329,2024-08-28 15:37:52.545090,South,Electronics,Online,13,426.47,57.0,5544.11
ORD1259,2024-07-08 10:46:24.769539,South,Clothing,Online,32,64.32,65.0,2058.24
ORD1122,2024-03-30 05:43:24.408817,Central,Groceries,In-Store,48,273.47,36.0,13126.56
ORD1078,2024-02-27 01:17:54.949899,West,Clothing,In-Store,9,60.99,71.0,548.91
ORD1399,2024-10-18 20:29:20.320641,South,Home & Garden,Online,8,471.7,59.0,3773.6
ORD1151,2024-04-20 10:49:17.915831,North,Clothing,Online,33,465.15,31.0,15349.95
ORD1343,2024-09-07 21:24:10.100200,West,Electronics,In-Store,25,89.48,39.0,2237.0
ORD1163,2024-04-29 05:28:58.677354,North,Home & Garden,In-Store,5,96.37,30.0,481.85
ORD1438,2024-11-16 09:08:17.795591,West,Electronics,Online,32,259.76,62.0,8312.32
ORD1265,2024-07-12 20:06:15.150300,North,Groceries,Online,11,337.42,73.0,3711.62
ORD1377,2024-10-02 18:16:35.591182,South,Clothing,Online,2,316.5,22.0,633.0
ORD1328,2024-08-27 22:04:34.148296,South,Clothing,Online,11,142.49,64.0,1567.39
ORD1143,2024-04-14 14:22:50.741482,West,Home & Garden,In-Store,45,193.14,21.0,8691.3
ORD1301,2024-08-08 04:05:17.434869,Central,Home & Garden,Online,15,16.33,56.0,244.95
ORD1304,2024-08-10 08:45:12.625250,East,Clothing,In-Store,7,478.87,34.0,3352.09
ORD1199,2024-05-25 13:28:00.961923,,Clothing,In-Store,19,93.33,,1773.27
ORD1041,2024-01-30 23:45:34.268537,North,Clothing,Online,9,116.23,26.0,1046.07
ORD1294,2024-08-03 01:12:08.657314,West,Groceries,In-Store,27,338.78,50.0,9147.06
ORD1458,2024-12-01 00:14:25.731462,South,Home & Garden,In-Store,44,310.17,,13647.48
ORD1338,2024-09-04 05:37:38.116232,Central,Home & Garden,In-Store,31,244.88,37.0,7591.28
ORD1231,2024-06-17 23:13:49.659318,North,Sports,In-Store,-1,39.62,42.0,1426.32
ORD1245,2024-06-28 05:00:07.214428,East,Home & Garden,In-Store,34,292.34,21.0,9939.56
ORD1382,2024-10-06 10:03:07.575150,North,Home & Garden,In-Store,15,136.6,,2049.0
ORD1349,2024-09-12 06:44:00.480961,Central,Home & Garden,In-Store,22,310.94,39.0,6840.68
ORD1320,2024-08-22 01:38:06.973947,South,Electronics,In-Store,36,255.52,51.0,9198.72
ORD1263,2024-07-11 08:59:38.356713,North,Sports,In-Store,20,385.46,43.0,7709.2
ORD1029,2024-01-22 05:05:53.507014,West,Sports,In-Store,3,391.99,60.0,1175.97
ORD1238,2024-06-23 02:06:58.436873,Central,Groceries,In-Store,6,99.21,73.0,595.26
